timestamp,route_id,latitude,longitude,weather,temperature_C,humidity_%,traffic_density,road_type,road_condition,num_lanes,speed_limit,vehicle_count,visibility_km,time_of_day,day_of_week,holiday,past_accidents,population_density,light_condition,risk_level
2023-01-08 09:00:00,166,28.8022,96.147,Foggy,32.9,81,110,Rural,Poor,2,40,397,8.7,Evening,Tue,0,0,152,Daylight,Medium
2023-01-08 10:00:00,353,31.2337,80.7741,Sunny,5.8,99,52,City,Good,3,80,235,7.8,Afternoon,Fri,1,8,401,Daylight,Low
2023-01-08 11:00:00,148,25.5958,94.5406,Rainy,7.3,73,62,Rural,Poor,6,100,14,7.8,Morning,Thu,0,6,800,Daylight,High
2023-01-08 12:00:00,984,14.7721,96.131,Rainy,17.3,77,54,City,Poor,1,60,33,8.8,Evening,Sat,0,9,712,Street Light,Medium
2023-01-08 13:00:00,770,34.087,92.4245,Snowy,45.0,49,25,Highway,Fair,6,60,68,0.8,Evening,Mon,0,5,1905,Dark,Medium
2023-01-08 14:00:00,429,17.0284,73.3245,Foggy,22.5,84,104,City,Fair,6,80,107,3.6,Morning,Sat,0,8,1889,Street Light,Medium
2023-01-08 15:00:00,365,30.773,74.3863,Sunny,32.8,36,230,Highway,Fair,2,40,90,1.3,Night,Sun,0,1,846,Dark,Medium
2023-01-08 16:00:00,946,9.1129,82.6756,Snowy,33.3,60,133,City,Poor,6,40,124,6.1,Evening,Tue,0,3,640,Street Light,Medium
2023-01-08 17:00:00,690,33.4158,88.5787,Snowy,23.3,72,245,Residential,Good,2,40,253,6.6,Afternoon,Thu,0,5,784,Street Light,Medium
2023-01-08 18:00:00,121,22.9728,86.3916,Rainy,43.1,32,290,Residential,Fair,2,40,326,0.5,Evening,Sat,0,2,610,Dark,High
2023-01-08 19:00:00,434,30.3781,85.3446,Sunny,44.0,80,163,Rural,Fair,1,100,341,8.1,Night,Mon,1,0,1946,Dark,Low
2023-01-08 20:00:00,744,33.5209,94.7079,Rainy,15.8,94,184,Rural,Fair,3,60,363,6.6,Evening,Tue,0,0,1868,Street Light,Medium
2023-01-08 21:00:00,960,8.9074,82.4377,Cloudy,34.9,92,156,Rural,Fair,3,100,195,3.1,Evening,Mon,0,5,1409,Street Light,Low
2023-01-08 22:00:00,193,15.4435,73.9141,Sunny,11.0,71,160,City,Fair,3,60,394,1.6,Night,Tue,0,0,716,Dark,Low
2023-01-08 23:00:00,415,12.1836,70.4843,Rainy,30.0,71,143,Residential,Fair,3,40,50,3.1,Evening,Tue,1,8,410,Dark,Medium
2023-01-09 00:00:00,488,29.6525,89.4483,Cloudy,7.2,35,84,Rural,Good,4,40,380,3.3,Evening,Wed,1,6,813,Street Light,Low
2023-01-09 01:00:00,562,15.2756,76.4201,Cloudy,17.1,78,236,City,Poor,2,60,259,3.0,Morning,Mon,0,7,1746,Daylight,Medium
2023-01-09 02:00:00,208,10.2692,81.4285,Foggy,21.9,97,76,Residential,Fair,6,80,304,0.7,Afternoon,Tue,0,3,1972,Street Light,Medium
2023-01-09 03:00:00,987,21.2101,90.1104,Rainy,9.3,85,145,Rural,Good,6,40,296,9.7,Afternoon,Thu,0,3,1997,Daylight,Low
2023-01-09 04:00:00,376,14.3048,68.808,Foggy,13.3,89,117,Highway,Good,3,40,372,6.4,Night,Wed,1,8,1880,Street Light,Medium
2023-01-09 05:00:00,669,22.6734,68.7433,Rainy,32.3,32,250,Residential,Fair,6,40,147,3.1,Morning,Thu,0,2,1487,Dark,Medium
2023-01-09 06:00:00,125,24.3365,84.55,Cloudy,36.8,60,57,Highway,Fair,1,100,50,5.1,Evening,Wed,0,7,567,Street Light,Low
2023-01-09 07:00:00,351,36.8327,81.21,Sunny,29.1,47,111,City,Fair,6,60,125,2.9,Afternoon,Wed,0,6,1879,Daylight,Medium
2023-01-09 08:00:00,118,17.6442,77.1654,Cloudy,29.1,91,271,Highway,Good,3,60,168,6.3,Evening,Wed,0,8,590,Street Light,Medium
2023-01-09 09:00:00,857,21.256,71.2717,Sunny,8.5,84,38,Highway,Fair,3,60,95,9.8,Night,Sat,1,4,113,Dark,Low
2023-01-09 10:00:00,830,18.5409,77.7298,Snowy,25.5,33,227,Rural,Good,1,80,318,3.2,Night,Mon,0,6,456,Street Light,Medium
2023-01-09 11:00:00,780,36.41,76.2789,Cloudy,26.7,52,149,Residential,Poor,6,100,206,2.0,Morning,Fri,0,1,1617,Street Light,Medium
2023-01-09 12:00:00,658,30.4594,82.2591,Snowy,18.6,73,186,Rural,Fair,1,40,211,1.5,Evening,Mon,1,1,1025,Street Light,High
2023-01-09 13:00:00,508,21.5515,82.154,Cloudy,35.3,75,215,Highway,Poor,3,60,376,9.0,Morning,Tue,0,2,1571,Daylight,Medium
2023-01-09 14:00:00,292,19.1021,91.5212,Cloudy,43.4,95,196,City,Poor,4,100,130,9.9,Morning,Sat,0,0,1561,Street Light,Medium
2023-01-09 15:00:00,170,17.6603,81.6293,Rainy,15.3,69,203,Residential,Poor,3,80,305,1.5,Evening,Sat,0,5,1149,Street Light,High
2023-01-09 16:00:00,590,26.0638,72.7786,Snowy,21.8,76,177,Rural,Fair,1,60,183,9.4,Evening,Tue,0,6,1302,Dark,Medium
2023-01-09 17:00:00,958,9.4096,73.9734,Foggy,28.2,39,117,Rural,Poor,6,40,347,6.9,Afternoon,Mon,0,2,1121,Daylight,Medium
2023-01-09 18:00:00,852,11.352,83.7917,Rainy,6.1,69,162,Residential,Fair,4,60,127,3.0,Night,Tue,0,2,484,Dark,Low
2023-01-09 19:00:00,922,26.6577,74.4266,Sunny,17.5,38,193,Highway,Poor,4,80,326,8.4,Evening,Sun,1,6,245,Street Light,Medium
2023-01-09 20:00:00,702,15.7528,75.1184,Sunny,21.8,69,222,City,Poor,2,100,381,3.2,Night,Fri,0,7,1032,Dark,High
2023-01-09 21:00:00,392,8.6282,76.324,Foggy,22.3,61,224,Rural,Poor,4,40,309,9.0,Afternoon,Fri,0,3,713,Daylight,High
2023-01-09 22:00:00,756,12.3164,82.9766,Snowy,29.4,83,61,City,Good,2,40,325,1.9,Night,Sat,0,0,1582,Daylight,Medium
2023-01-09 23:00:00,858,22.791,72.8853,Rainy,18.1,46,171,City,Poor,4,40,96,1.3,Evening,Thu,0,1,604,Daylight,High
2023-01-10 00:00:00,791,26.6075,68.9867,Snowy,16.4,62,294,Highway,Fair,3,60,389,9.8,Evening,Thu,0,3,1036,Dark,Medium
2023-01-10 01:00:00,807,34.7432,86.0644,Sunny,43.1,67,44,Highway,Poor,2,40,209,7.0,Evening,Wed,0,5,344,Daylight,Medium
2023-01-10 02:00:00,862,14.7064,69.6224,Foggy,30.8,57,267,Rural,Good,6,60,35,3.9,Afternoon,Thu,0,2,1789,Street Light,Medium
2023-01-10 03:00:00,567,23.6727,76.4053,Snowy,17.2,54,33,City,Good,1,40,113,7.9,Evening,Mon,0,6,1245,Street Light,Medium
2023-01-10 04:00:00,233,9.1593,91.3925,Foggy,23.8,49,238,Highway,Poor,2,40,187,1.4,Night,Thu,0,8,892,Daylight,High
2023-01-10 05:00:00,133,20.8261,84.9887,Snowy,28.7,58,42,Rural,Good,6,100,349,1.8,Afternoon,Sat,0,1,1476,Dark,Medium
2023-01-10 06:00:00,878,33.9551,70.5535,Foggy,16.0,77,65,City,Good,6,80,352,1.2,Night,Fri,0,0,1028,Daylight,Medium
2023-01-10 07:00:00,700,20.3488,79.2104,Sunny,27.6,66,223,Residential,Fair,3,60,63,9.9,Afternoon,Wed,0,2,554,Daylight,Low
2023-01-10 08:00:00,567,27.1296,69.6479,Cloudy,9.2,53,199,Residential,Good,3,100,15,1.4,Night,Mon,0,7,214,Street Light,High
2023-01-10 09:00:00,820,20.6583,71.7227,Rainy,33.3,46,165,Rural,Good,6,100,241,4.0,Afternoon,Mon,0,0,110,Dark,Medium
2023-01-10 10:00:00,254,29.6706,80.336,Cloudy,44.6,37,181,Highway,Good,2,80,390,4.1,Night,Sat,1,2,1817,Street Light,Low
2023-01-10 11:00:00,509,33.6513,80.5487,Snowy,24.1,70,199,Highway,Fair,1,100,169,3.5,Morning,Mon,1,1,561,Street Light,Medium
2023-01-10 12:00:00,714,22.8359,70.3463,Foggy,14.4,54,141,Rural,Good,1,80,329,9.7,Afternoon,Fri,0,4,860,Daylight,Low
2023-01-10 13:00:00,684,17.4889,83.7596,Rainy,28.9,82,283,Highway,Poor,4,100,305,6.9,Evening,Sun,0,0,991,Dark,High
2023-01-10 14:00:00,570,24.8104,88.7908,Snowy,39.8,43,159,Residential,Poor,2,60,39,6.7,Morning,Thu,0,1,1685,Daylight,Medium
2023-01-10 15:00:00,201,31.9401,84.3479,Rainy,28.6,77,139,City,Fair,3,60,155,4.1,Afternoon,Wed,0,6,1020,Street Light,Medium
2023-01-10 16:00:00,466,28.2332,71.2052,Cloudy,41.4,99,276,Rural,Fair,3,60,232,7.6,Afternoon,Fri,1,4,1834,Dark,Low
2023-01-10 17:00:00,971,21.3292,85.6349,Snowy,35.4,96,74,Rural,Good,4,40,120,3.5,Afternoon,Sat,0,5,856,Dark,Medium
2023-01-10 18:00:00,720,23.2704,95.2168,Sunny,19.5,59,58,Rural,Fair,6,60,358,4.2,Morning,Thu,0,6,1584,Street Light,Low
2023-01-10 19:00:00,922,34.4248,78.519,Rainy,36.5,37,123,City,Good,1,80,232,3.1,Night,Thu,0,1,692,Street Light,Low
2023-01-10 20:00:00,752,27.8695,70.1281,Sunny,32.6,33,30,City,Poor,2,60,304,9.3,Morning,Sun,0,0,1827,Dark,Low
2023-01-10 21:00:00,424,34.115,92.8813,Snowy,40.4,98,212,Rural,Poor,6,40,306,2.5,Morning,Thu,0,4,849,Dark,High
2023-01-10 22:00:00,875,28.3638,77.4966,Cloudy,21.7,74,290,City,Fair,2,40,378,9.4,Morning,Sun,0,3,1858,Daylight,Low
2023-01-10 23:00:00,338,13.6904,79.0664,Cloudy,26.5,75,84,Residential,Fair,1,40,18,7.5,Night,Thu,0,6,500,Street Light,Low
2023-01-11 00:00:00,361,14.5288,77.61,Rainy,22.1,98,35,City,Fair,2,100,17,7.3,Evening,Thu,0,9,883,Daylight,Medium
2023-01-11 01:00:00,347,24.641,83.567,Foggy,29.6,74,116,Residential,Poor,1,80,341,4.2,Night,Wed,0,4,1296,Street Light,Medium
2023-01-11 02:00:00,310,15.5895,95.6344,Snowy,7.2,62,196,Residential,Good,4,60,185,1.4,Evening,Fri,0,4,594,Dark,High
2023-01-11 03:00:00,619,20.3465,73.1473,Rainy,11.4,75,196,City,Good,1,100,196,6.6,Night,Fri,0,2,1805,Daylight,Medium
2023-01-11 04:00:00,808,14.5179,92.5991,Snowy,34.5,66,252,City,Fair,3,80,313,3.4,Evening,Fri,0,4,1644,Daylight,Medium
2023-01-11 05:00:00,133,11.4843,84.9753,Sunny,28.0,45,210,Rural,Fair,4,100,25,7.3,Morning,Thu,0,2,936,Daylight,Medium
2023-01-11 06:00:00,551,10.8363,79.0571,Snowy,14.7,87,182,Residential,Fair,1,60,376,8.5,Afternoon,Thu,0,6,1182,Dark,Medium
2023-01-11 07:00:00,830,16.4862,86.0372,Snowy,39.4,76,24,Residential,Good,3,100,181,2.8,Evening,Mon,0,0,1625,Street Light,Medium
2023-01-11 08:00:00,945,10.6273,77.416,Snowy,38.5,54,90,Residential,Poor,1,100,224,1.7,Evening,Tue,0,7,1707,Daylight,High
2023-01-11 09:00:00,523,30.1464,83.5799,Snowy,9.5,43,167,Residential,Poor,4,100,265,9.0,Morning,Fri,0,0,1973,Street Light,Medium
2023-01-11 10:00:00,324,33.528,82.4187,Cloudy,25.9,42,173,Residential,Poor,4,80,183,6.7,Afternoon,Mon,0,0,558,Daylight,Low
2023-01-11 11:00:00,273,36.8007,90.1396,Snowy,6.5,83,279,City,Fair,2,80,136,9.7,Evening,Mon,0,8,795,Dark,Medium
2023-01-11 12:00:00,286,19.561,69.8862,Sunny,40.3,95,69,Highway,Good,3,60,252,2.8,Morning,Wed,0,1,1534,Street Light,Low
2023-01-11 13:00:00,682,26.7221,75.8454,Sunny,23.8,48,88,City,Fair,2,40,365,2.3,Morning,Mon,0,2,677,Daylight,Low
2023-01-11 14:00:00,632,12.0668,94.7961,Rainy,32.7,71,186,City,Poor,6,80,97,4.9,Night,Fri,0,2,1539,Street Light,High
2023-01-11 15:00:00,220,21.4778,91.7457,Cloudy,17.8,86,103,City,Good,4,40,302,6.2,Morning,Thu,0,2,659,Dark,Low
2023-01-11 16:00:00,820,13.8297,90.2639,Snowy,31.2,58,92,Highway,Good,3,40,378,8.0,Morning,Fri,0,6,1017,Street Light,Medium
2023-01-11 17:00:00,605,26.6882,75.1518,Sunny,33.3,56,218,Residential,Good,2,100,353,8.4,Evening,Sun,0,5,1487,Street Light,Medium
2023-01-11 18:00:00,846,30.264,88.8936,Sunny,40.1,36,63,Residential,Good,3,40,249,1.3,Evening,Wed,0,3,379,Daylight,Low
2023-01-11 19:00:00,804,8.062,85.3334,Sunny,10.0,53,57,Residential,Poor,1,40,239,2.8,Evening,Sat,0,2,447,Street Light,Medium
2023-01-11 20:00:00,461,17.955,81.3612,Rainy,28.7,53,136,Highway,Fair,4,100,374,5.0,Afternoon,Sun,0,9,236,Dark,Medium
2023-01-11 21:00:00,646,29.7878,89.2833,Snowy,43.0,42,84,Residential,Good,4,60,322,4.7,Evening,Wed,0,7,1856,Street Light,Medium
2023-01-11 22:00:00,547,27.2416,84.7576,Foggy,32.9,33,150,City,Poor,2,40,131,6.2,Night,Thu,0,7,658,Daylight,Medium
2023-01-11 23:00:00,799,33.7785,79.3305,Sunny,11.0,53,105,Residential,Poor,4,100,103,3.4,Morning,Fri,0,3,974,Dark,Medium
2023-01-12 00:00:00,900,26.3208,85.8293,Snowy,12.9,68,57,City,Fair,4,100,363,8.2,Evening,Tue,0,9,947,Dark,Medium
2023-01-12 01:00:00,316,16.8305,79.6121,Snowy,23.4,86,134,Rural,Poor,2,80,288,3.1,Morning,Fri,0,6,797,Street Light,Medium
2023-01-12 02:00:00,975,20.384,91.0821,Snowy,39.0,88,285,Residential,Poor,6,100,293,7.8,Night,Sat,0,2,1704,Daylight,High
2023-01-12 03:00:00,769,28.8804,74.2324,Cloudy,34.3,33,96,Highway,Poor,2,100,338,5.1,Night,Mon,0,6,1514,Dark,Medium
2023-01-12 04:00:00,583,31.6294,69.1141,Cloudy,43.7,44,255,Highway,Fair,6,60,300,8.4,Afternoon,Mon,0,9,1624,Dark,Medium
2023-01-12 05:00:00,936,16.422,84.6359,Snowy,35.9,57,188,Rural,Poor,1,100,117,3.2,Night,Wed,0,8,641,Street Light,High
2023-01-12 06:00:00,609,26.8296,88.5014,Snowy,13.5,41,194,City,Good,3,80,344,0.9,Afternoon,Fri,1,2,1062,Dark,High
2023-01-12 07:00:00,391,13.0238,95.8932,Snowy,37.3,36,202,Rural,Fair,3,40,254,9.5,Evening,Sat,0,3,1337,Daylight,Medium
2023-01-12 08:00:00,594,10.1162,96.9909,Foggy,40.8,79,185,Residential,Good,1,80,156,7.7,Night,Fri,0,5,1639,Daylight,Medium
2023-01-12 09:00:00,790,22.6431,70.7042,Sunny,23.4,53,229,Residential,Poor,1,60,315,3.0,Evening,Mon,0,2,874,Street Light,Medium
2023-01-12 10:00:00,144,14.8836,75.8748,Foggy,44.6,35,132,Rural,Fair,4,60,397,9.6,Morning,Wed,0,1,1572,Dark,Low
2023-01-12 11:00:00,606,14.3975,87.6612,Rainy,30.1,53,180,City,Fair,1,60,311,2.6,Morning,Thu,0,9,1222,Dark,Medium
2023-01-12 12:00:00,436,30.8533,69.5823,Snowy,18.8,74,249,Residential,Poor,4,100,324,4.2,Morning,Sun,0,3,872,Street Light,High
2023-01-12 13:00:00,689,12.2802,68.5949,Cloudy,8.1,95,206,City,Fair,2,40,77,3.3,Morning,Fri,0,9,1859,Dark,Medium
2023-01-12 14:00:00,945,15.1062,96.7806,Foggy,13.5,88,61,City,Good,1,100,183,8.5,Evening,Thu,1,1,613,Daylight,Medium
2023-01-12 15:00:00,240,17.7121,81.8043,Rainy,22.7,94,128,City,Fair,6,100,95,6.8,Night,Sun,0,8,704,Daylight,Medium
2023-01-12 16:00:00,660,21.9599,71.9339,Rainy,25.1,40,297,City,Fair,6,40,152,6.0,Afternoon,Thu,0,2,137,Daylight,Medium
2023-01-12 17:00:00,975,11.4632,78.9753,Sunny,11.5,97,126,Rural,Good,3,60,286,7.9,Night,Sat,0,1,422,Dark,Low
2023-01-12 18:00:00,801,35.3076,75.7023,Cloudy,5.5,76,170,Highway,Good,4,40,54,8.7,Night,Mon,0,1,1768,Dark,Low
2023-01-12 19:00:00,290,30.2924,78.551,Cloudy,19.9,78,32,City,Good,6,100,118,7.0,Evening,Thu,0,6,782,Street Light,Low
2023-01-12 20:00:00,158,26.0408,75.2778,Foggy,25.1,44,48,Rural,Good,4,60,173,6.7,Afternoon,Sat,0,4,1472,Street Light,Low
2023-01-12 21:00:00,340,11.3006,72.5366,Cloudy,23.1,58,121,Rural,Good,3,80,334,8.0,Morning,Mon,0,7,1270,Dark,Low
2023-01-12 22:00:00,283,32.673,84.6608,Foggy,32.3,58,53,Highway,Poor,2,100,281,5.0,Night,Wed,0,1,731,Dark,Medium
2023-01-12 23:00:00,984,14.5434,92.5925,Foggy,34.4,85,58,Rural,Fair,1,80,275,5.6,Afternoon,Sat,0,8,1400,Street Light,Medium
2023-01-13 00:00:00,700,8.5904,72.9794,Sunny,8.1,82,212,Highway,Fair,2,40,380,8.9,Afternoon,Wed,1,9,1454,Street Light,Medium
2023-01-13 01:00:00,226,23.1163,84.8463,Sunny,37.5,66,292,Rural,Fair,3,60,127,4.0,Night,Wed,1,4,750,Dark,Low
2023-01-13 02:00:00,750,10.0933,92.0474,Rainy,26.2,67,80,Highway,Fair,2,80,292,4.8,Evening,Mon,0,7,205,Dark,Medium
2023-01-13 03:00:00,226,32.846,86.6347,Foggy,28.1,73,158,Highway,Poor,3,100,390,5.1,Afternoon,Thu,0,6,669,Dark,High
2023-01-13 04:00:00,326,34.7965,77.7702,Foggy,35.9,40,92,Residential,Fair,1,100,65,7.6,Night,Mon,0,1,1693,Street Light,Medium
2023-01-13 05:00:00,436,30.6951,73.7194,Rainy,37.2,42,109,Rural,Good,4,60,326,8.4,Afternoon,Wed,0,7,1301,Dark,Medium
2023-01-13 06:00:00,705,10.6461,95.0011,Sunny,32.8,68,59,Highway,Poor,3,40,48,5.2,Morning,Mon,0,1,475,Dark,Low
2023-01-13 07:00:00,714,22.9227,85.3226,Rainy,12.4,90,103,Rural,Good,2,100,266,6.1,Evening,Sat,0,6,1645,Dark,Medium
2023-01-13 08:00:00,698,13.0442,79.4452,Sunny,28.1,99,56,Residential,Good,6,80,351,7.9,Afternoon,Sun,0,7,1033,Daylight,Low
2023-01-13 09:00:00,284,23.1406,71.1142,Rainy,40.6,47,223,Residential,Good,1,100,284,8.0,Evening,Mon,0,7,194,Street Light,High
2023-01-13 10:00:00,355,18.9058,88.194,Rainy,19.3,92,213,Highway,Poor,4,80,280,5.7,Evening,Mon,0,1,1776,Street Light,High
2023-01-13 11:00:00,375,16.9134,90.7516,Rainy,21.6,50,157,Highway,Good,1,40,206,5.3,Evening,Sat,0,2,604,Dark,Low
2023-01-13 12:00:00,478,12.2624,95.4717,Rainy,8.4,79,240,City,Poor,6,100,366,9.2,Afternoon,Tue,0,3,1612,Street Light,High
2023-01-13 13:00:00,878,30.8927,83.4769,Cloudy,19.1,58,230,Highway,Poor,6,60,144,0.9,Evening,Sun,1,5,1576,Dark,High
2023-01-13 14:00:00,256,14.546,75.7185,Cloudy,43.3,79,179,Residential,Fair,2,100,49,8.0,Night,Fri,0,1,1476,Dark,Low
2023-01-13 15:00:00,303,17.1389,69.2163,Rainy,16.9,39,46,City,Good,2,40,378,6.6,Night,Fri,1,0,1865,Dark,Low
2023-01-13 16:00:00,954,33.9256,72.8498,Snowy,21.5,61,26,City,Fair,2,40,198,0.5,Morning,Fri,0,5,1807,Street Light,Medium
2023-01-13 17:00:00,874,9.7697,86.72,Rainy,25.0,38,38,Highway,Fair,6,80,173,4.4,Evening,Mon,0,3,1892,Daylight,Low
2023-01-13 18:00:00,715,28.7253,73.4282,Snowy,23.6,89,213,Highway,Fair,2,40,279,10.0,Evening,Tue,0,3,1256,Daylight,Medium
2023-01-13 19:00:00,125,31.7098,83.1892,Cloudy,40.8,97,86,City,Poor,4,80,380,5.0,Afternoon,Thu,0,4,1306,Daylight,Low
2023-01-13 20:00:00,903,29.3414,91.0043,Rainy,10.5,72,252,Highway,Good,3,80,62,2.2,Afternoon,Sun,0,2,1332,Dark,High
2023-01-13 21:00:00,778,26.8113,81.3307,Cloudy,31.0,91,274,Rural,Poor,1,100,167,4.3,Evening,Fri,0,0,355,Daylight,Medium
2023-01-13 22:00:00,989,35.3538,71.9743,Snowy,30.9,70,239,Residential,Fair,4,40,10,9.0,Night,Mon,0,1,773,Dark,Medium
2023-01-13 23:00:00,910,10.8562,70.5895,Foggy,27.9,91,194,Residential,Good,6,100,82,7.5,Afternoon,Thu,0,5,697,Street Light,High
2023-01-14 00:00:00,756,18.3268,74.3332,Foggy,5.9,37,272,Rural,Poor,3,100,385,2.2,Night,Mon,0,8,232,Daylight,High
2023-01-14 01:00:00,775,25.1926,87.3275,Rainy,9.0,43,198,Highway,Poor,3,100,243,2.7,Night,Wed,0,1,1515,Dark,High
2023-01-14 02:00:00,657,22.3259,83.7239,Sunny,44.9,76,276,City,Fair,6,100,28,3.8,Morning,Wed,0,5,1838,Dark,Medium
2023-01-14 03:00:00,557,19.4482,93.6739,Rainy,21.5,53,110,City,Fair,3,40,130,6.4,Morning,Sun,1,8,1139,Daylight,Medium
2023-01-14 04:00:00,481,12.954,85.9893,Sunny,25.0,69,44,Rural,Poor,3,80,197,8.3,Night,Mon,0,7,1336,Daylight,Medium
2023-01-14 05:00:00,104,35.6287,89.2635,Rainy,23.6,94,159,City,Poor,3,40,270,4.6,Evening,Thu,0,4,289,Street Light,Medium
2023-01-14 06:00:00,307,16.3735,88.7387,Foggy,11.8,85,85,City,Fair,2,60,276,3.0,Evening,Sun,0,0,1399,Daylight,Low
2023-01-14 07:00:00,353,28.0392,94.105,Cloudy,23.1,78,21,Residential,Fair,3,80,282,7.7,Night,Sat,0,2,1214,Daylight,Low
2023-01-14 08:00:00,367,30.2862,93.6963,Sunny,25.9,56,97,Rural,Fair,2,40,242,8.3,Morning,Tue,0,8,1676,Dark,Low
2023-01-14 09:00:00,620,26.4645,71.5569,Snowy,28.0,49,163,City,Good,2,100,157,7.8,Night,Wed,0,8,999,Dark,Medium
2023-01-14 10:00:00,827,14.1864,83.6117,Rainy,38.2,76,30,Highway,Good,4,100,178,4.0,Night,Tue,0,3,1549,Dark,Medium
2023-01-14 11:00:00,277,17.3138,93.4867,Cloudy,23.5,52,123,Rural,Fair,2,100,225,2.6,Afternoon,Sun,0,5,370,Street Light,Medium
2023-01-14 12:00:00,171,11.4525,84.2824,Cloudy,7.7,75,168,Highway,Fair,1,80,175,2.7,Morning,Thu,0,0,1135,Dark,Low
2023-01-14 13:00:00,806,16.6594,83.2379,Rainy,33.1,38,273,Highway,Good,6,60,375,9.7,Afternoon,Thu,0,8,1764,Daylight,Medium
2023-01-14 14:00:00,350,12.2669,68.5717,Cloudy,39.9,96,222,Rural,Fair,2,100,71,8.7,Evening,Wed,0,9,1647,Dark,Medium
2023-01-14 15:00:00,663,12.1997,90.7977,Sunny,40.9,92,219,City,Fair,4,40,320,0.9,Afternoon,Tue,0,5,1537,Street Light,Medium
2023-01-14 16:00:00,247,23.8976,88.1903,Rainy,39.7,52,274,Residential,Good,1,40,93,6.3,Morning,Wed,1,4,1808,Street Light,Medium
2023-01-14 17:00:00,166,29.4221,87.5154,Snowy,6.8,57,29,Highway,Poor,1,60,71,3.8,Evening,Sun,0,0,1354,Street Light,Medium
2023-01-14 18:00:00,961,19.6558,87.3629,Sunny,40.1,42,210,Rural,Fair,3,60,298,4.7,Morning,Thu,0,7,766,Street Light,Medium
2023-01-14 19:00:00,750,28.4708,74.2019,Snowy,12.8,93,63,Rural,Poor,1,100,213,8.4,Morning,Tue,0,4,833,Daylight,Medium
2023-01-14 20:00:00,956,26.7748,86.7423,Sunny,33.1,84,137,City,Poor,1,80,387,10.0,Evening,Tue,1,7,965,Daylight,Medium
2023-01-14 21:00:00,508,16.0753,76.6846,Cloudy,14.7,68,192,Residential,Poor,1,60,353,5.3,Night,Thu,0,5,283,Daylight,Medium
2023-01-14 22:00:00,571,9.9,71.4283,Sunny,13.1,91,155,Rural,Fair,3,40,270,6.2,Evening,Sun,0,1,1884,Street Light,Low
2023-01-14 23:00:00,381,27.1139,93.7964,Cloudy,26.9,82,75,Rural,Fair,4,60,139,9.0,Afternoon,Thu,0,9,1452,Dark,Low
2023-01-15 00:00:00,179,29.2899,73.0987,Sunny,20.9,65,279,Residential,Good,6,40,290,2.8,Morning,Mon,0,0,252,Dark,Medium
2023-01-15 01:00:00,628,34.1968,85.3237,Rainy,7.3,99,137,Residential,Good,2,60,171,2.7,Night,Fri,0,5,1199,Dark,Medium
2023-01-15 02:00:00,677,32.8742,94.9589,Rainy,24.5,65,241,Rural,Good,1,100,41,3.6,Night,Mon,0,6,1059,Street Light,High
2023-01-15 03:00:00,654,25.1466,82.9088,Snowy,7.1,48,85,City,Fair,6,100,75,4.4,Evening,Sun,0,5,388,Daylight,Medium
2023-01-15 04:00:00,981,27.4791,69.9471,Sunny,15.5,94,38,Highway,Poor,2,60,338,0.8,Afternoon,Wed,0,1,450,Street Light,Medium
2023-01-15 05:00:00,127,28.0815,68.6899,Snowy,35.5,86,227,City,Good,3,60,122,4.8,Afternoon,Thu,0,3,632,Street Light,Medium
2023-01-15 06:00:00,311,30.9238,75.2287,Foggy,9.4,98,293,Rural,Fair,2,40,386,0.9,Afternoon,Tue,0,4,1367,Dark,High
2023-01-15 07:00:00,693,22.0418,86.3271,Rainy,6.7,43,204,Residential,Good,3,40,153,7.9,Night,Sun,0,1,196,Daylight,Medium
2023-01-15 08:00:00,536,31.0563,71.2163,Cloudy,10.7,96,121,Residential,Good,1,60,300,8.8,Night,Mon,0,0,1005,Street Light,Low
2023-01-15 09:00:00,928,33.6832,91.3559,Cloudy,12.6,55,84,Residential,Good,3,40,306,1.8,Evening,Sun,0,2,1651,Street Light,Low
2023-01-15 10:00:00,474,28.8781,75.4788,Foggy,7.1,62,273,City,Fair,6,60,173,0.6,Afternoon,Sun,0,4,348,Daylight,High
2023-01-15 11:00:00,766,34.8171,86.4923,Foggy,35.2,39,280,Rural,Fair,6,60,218,3.9,Morning,Thu,0,0,824,Street Light,Medium
2023-01-15 12:00:00,862,32.3345,71.9319,Sunny,23.5,43,258,City,Poor,4,60,210,1.9,Afternoon,Thu,0,7,898,Street Light,High
2023-01-15 13:00:00,437,13.1356,70.8352,Snowy,18.7,93,22,Rural,Good,4,40,166,7.0,Night,Fri,0,2,1352,Daylight,Low
2023-01-15 14:00:00,635,10.1459,80.3751,Foggy,34.9,55,64,Residential,Poor,3,60,358,4.2,Morning,Wed,0,8,1099,Street Light,Medium
2023-01-15 15:00:00,553,23.9002,89.3948,Rainy,37.8,60,239,City,Fair,1,60,122,7.3,Morning,Thu,0,1,233,Dark,Medium
2023-01-15 16:00:00,171,34.7844,68.4292,Sunny,39.8,76,205,City,Good,2,40,87,4.2,Morning,Mon,0,0,1220,Street Light,Low
2023-01-15 17:00:00,382,18.3017,76.0111,Rainy,33.8,48,228,Rural,Good,2,80,48,6.9,Morning,Fri,0,3,1153,Daylight,Medium
2023-01-15 18:00:00,874,15.1915,82.75,Sunny,26.0,90,242,Rural,Fair,2,100,189,5.0,Evening,Tue,0,8,1389,Daylight,Medium
